,location,Starbucks,Whole Foods,Movie Theater,Equinox
500,"(40.6275175, -74.1233766)",0,0,0,0
501,"(40.669692, -73.8003434)",0,0,0,0
502,"(40.576751, -73.8398387)",0,0,0,0
503,"(40.5853532, -73.8227113)",0,0,0,0
504,"(40.6781418, -73.9250576)",0,0,0,0
505,"(40.6479766, -73.8936697)",0,0,0,0
506,"(40.622324, -73.9695073)",0,0,0,0
507,"(40.5294592, -74.1903024)",0,0,0,0
508,"(40.7562792, -73.8758052)",0,0,0,0
509,"(40.8876529, -73.909649)",1,0,0,0
510,"(40.6733809, -73.9732475)",1,0,0,0
511,"(40.6895034, -73.8684501)",0,0,0,0
512,"(40.7092156, -73.7912209)",0,0,0,0
513,"(40.8985084, -73.902753)",0,0,0,0
514,"(40.7646585, -73.780903)",0,0,0,0
515,"(40.6095856, -73.9253159)",1,0,0,0
516,"(40.7474926, -74.0072666)",0,0,0,1
517,"(40.7386816, -73.7202723)",0,0,0,0
518,"(40.8817944, -73.8617772)",0,0,0,0
519,"(40.6479387, -74.0852701)",0,0,0,0
520,"(40.8147819, -73.8265252)",0,0,0,0
521,"(40.7084501, -73.7316272)",0,0,0,0
522,"(40.7075029, -74.011653)",10,1,1,1
523,"(40.711175, -73.957086)",1,0,1,0
524,"(40.7185648, -73.9422548)",0,0,0,0
525,"(40.6468782, -74.0136737)",0,0,0,0
526,"(40.6087059, -73.9290715)",0,0,0,0
527,"(40.624169, -74.010925)",0,0,0,0
528,"(40.5607533, -73.9207539)",0,0,0,0
529,"(40.6793322, -73.8130504)",0,0,0,0
530,"(40.6094348, -73.9777343)",0,0,0,0
531,"(40.8056419, -73.9229736)",0,0,0,0
532,"(40.5745179, -74.0068304)",0,0,0,0
533,"(40.6674344, -73.8479327)",0,0,0,0
534,"(40.8616602, -73.8421016)",0,0,0,0
535,"(40.7365353, -73.7913358)",0,0,1,0
536,"(40.7873388, -73.7794685)",0,0,0,0
537,"(40.7267837, -73.8587799)",1,0,0,0
538,"(40.7595774, -73.964779)",6,1,2,2
539,"(40.6110299, -73.8195062)",0,0,0,0
540,"(40.5756358, -73.8423199)",0,0,0,0
541,"(40.8165837, -73.8006996)",0,0,0,0
542,"(40.7928823, -73.8449212)",0,0,0,0
543,"(40.55065, -74.193355)",0,0,0,0
544,"(40.6744942, -73.8883757)",0,0,0,0
545,"(40.7202893, -73.7786927)",0,0,0,1
546,"(40.7239521, -73.8747783)",0,0,0,0
547,"(40.7564761, -73.7212008)",0,0,1,0
548,"(40.6085756, -74.1610387)",0,0,0,0
549,"(40.8938465, -73.9091368)",0,0,0,0
550,"(40.8485623, -73.8574586)",0,0,0,0
551,"(40.7489947, -73.9783819)",9,0,1,2
552,"(40.724514, -73.8458441)",2,0,2,0
553,"(40.6368544, -74.1124571)",0,0,0,0
554,"(40.7157274, -73.8563447)",0,0,0,0
555,"(40.7162732, -73.9849864)",0,0,1,0
556,"(40.7375348, -73.9872447)",5,1,2,2
557,"(40.7189686, -73.8626041)",0,0,0,0
558,"(40.7732125, -73.9564279)",5,0,0,1
559,"(40.721725, -73.8839773)",0,0,0,0
560,"(40.6798316, -73.82277)",0,0,0,0
561,"(40.6985714, -73.9881911)",0,0,0,1
562,"(40.7227469, -73.8941061)",0,0,0,0
563,"(40.7373082, -73.878333)",2,0,0,0
564,"(40.7855084, -73.7762312)",0,0,0,0
565,"(40.6621056, -73.9857576)",0,0,0,0
566,"(40.7282381, -73.7158123)",1,0,0,0
567,"(40.5395581, -74.2229079)",0,0,0,0
568,"(40.6085532, -73.998257)",1,0,0,0
569,"(40.6005525, -74.1314512)",0,0,0,0
570,"(40.5988908, -73.9334675)",0,0,0,0
571,"(40.664748, -73.884184)",0,0,0,0
572,"(40.6672674, -73.8686224)",0,0,0,0
573,"(40.8363242, -73.8654755)",1,0,0,0
574,"(40.5646314, -74.1243252)",0,0,0,0
575,"(40.8061576, -73.9550949)",1,0,1,0
576,"(40.6750114, -73.9554645)",1,0,0,0
577,"(40.702988, -73.9907803)",1,0,0,1
578,"(40.7135475, -73.895855)",0,0,0,0
579,"(40.7313539, -74.0050572)",2,0,2,1
580,"(40.6189484, -74.1071576)",0,0,0,0
581,"(40.5663057, -74.1529549)",0,0,0,0
582,"(40.6249201, -74.0404698)",0,0,0,0
583,"(40.5906586, -73.9818321)",0,0,0,0
584,"(40.7448219, -73.9944632)",9,1,2,1
585,"(40.7280894, -73.8494828)",1,0,0,0
586,"(40.5735927, -74.1200228)",0,0,0,0
587,"(40.8844018, -73.9028342)",1,0,0,0
588,"(40.7555333, -73.9016851)",0,0,0,0
589,"(40.845063, -73.783581)",0,0,1,0
590,"(40.6149237, -73.9789281)",0,0,0,0
591,"(40.7322223, -73.8588845)",1,0,0,0
592,"(40.59194, -74.1087406)",0,0,0,0
593,"(40.5499354, -74.1709931)",0,0,0,0
594,"(40.7859137, -73.7868778)",0,0,0,0
595,"(40.6601546, -73.9163716)",0,0,0,0
596,"(40.5758238, -74.1227343)",0,0,0,0
597,"(40.5598117, -74.1585168)",0,0,1,0
598,"(40.6337278, -74.0936101)",0,0,0,0
599,"(40.5987787, -73.9350489)",0,0,0,0
600,"(40.6409456, -74.0859933)",0,0,0,0
601,"(40.7699341, -73.9675072)",1,0,0,0
602,"(40.7041499, -73.83371)",0,0,0,0
603,"(40.7226099, -73.8495)",2,0,0,0
604,"(40.6795412, -73.8904428)",0,0,0,0
605,"(40.833945, -73.9432359)",0,0,0,0
606,"(40.7773521, -73.7464296)",0,0,0,0
607,"(40.7041499, -73.83371)",0,0,0,0
608,"(40.6795412, -73.8904428)",0,0,0,0
609,"(40.7773521, -73.7464296)",0,0,0,0
610,"(40.8681745, -73.8897652)",0,0,0,0
611,"(40.7312799, -73.8192399)",0,0,0,0
612,"(40.5783044, -73.9471644)",0,0,0,0
613,"(40.5790771, -73.9425262)",0,0,0,0
614,"(40.5955552, -74.1677939)",0,0,0,0
615,"(40.7121557, -73.7452804)",0,0,0,0
616,"(40.748098, -73.9824791)",6,0,1,1
617,"(40.7604194, -73.9968086)",2,0,1,0
618,"(40.6999899, -73.8539)",0,0,0,0
619,"(40.8683656, -73.8832093)",0,0,0,0
620,"(40.8640024, -73.9231918)",1,0,0,0
621,"(40.8995193, -73.8623678)",0,0,0,0
622,"(40.6115483, -74.0008656)",0,0,0,0
623,"(40.7090268, -73.8335998)",0,0,1,0
624,"(40.5784148, -74.0064631)",0,0,0,0
625,"(40.7557937, -73.9642805)",3,1,0,1
626,"(40.7266327, -74.0088321)",2,0,1,1
627,"(40.6628113, -73.8453503)",1,0,0,0
628,"(40.6265387, -74.1263932)",0,0,0,0
629,"(40.8909806, -73.8528183)",0,0,0,0
630,"(40.6649999, -73.84857)",0,0,0,0
631,"(40.7322213, -73.9986277)",2,0,4,0
632,"(40.5394128, -74.2228391)",0,0,0,0
633,"(40.6958593, -73.9925234)",2,0,0,1
634,"(40.7739766, -73.8070988)",0,0,0,0
635,"(40.7934553, -73.8471618)",0,0,0,0
636,"(40.726843, -73.85458)",1,0,0,0
637,"(40.7616461, -73.9701294)",9,1,5,3
638,"(40.713904, -73.754948)",0,0,0,0
639,"(40.7782443, -73.7706926)",0,0,0,0
640,"(40.879078, -73.9175196)",0,0,0,0
641,"(40.6365321, -74.1218622)",0,0,0,0
642,"(40.8906352, -73.853094)",0,0,0,0
643,"(40.7114417, -73.8490778)",0,0,1,0
644,"(40.5462525, -74.1481727)",0,0,0,0
645,"(40.6201406, -74.014486)",0,0,0,0
646,"(40.7248068, -73.7953763)",1,0,0,0
647,"(40.6618245, -73.890638)",0,0,0,0
648,"(40.5657552, -74.1051158)",0,0,0,0
649,"(40.6071254, -74.0925892)",0,0,0,0
650,"(40.5268622, -74.189752)",0,0,0,0
651,"(40.7363228, -74.0064402)",4,0,0,2
652,"(40.8799728, -73.9221419)",0,0,0,0
653,"(40.7473555, -73.9813841)",5,0,0,1
654,"(40.8368955, -73.9465033)",0,0,0,0
655,"(40.7770879, -73.9162687)",1,0,0,0
656,"(40.8297242, -73.8263414)",0,0,0,0
657,"(40.7512505, -73.8814433)",0,0,0,0
658,"(40.5136885, -74.2364803)",0,0,0,0
659,"(40.5757955, -74.009975)",0,0,0,0
660,"(40.6990407, -73.9929045)",1,0,0,0
661,"(40.5430335, -74.182131)",0,0,0,0
662,"(40.9049354, -73.9060897)",0,0,0,0
663,"(40.684563, -73.914482)",0,0,0,0
664,"(40.8978428, -73.8633611)",0,0,0,0
665,"(40.620076, -74.0306109)",2,0,0,0
666,"(40.7319679, -74.0043858)",2,0,2,1
667,"(40.7235651, -73.9781799)",0,0,0,0
668,"(40.7668584, -73.7375575)",0,0,0,0
669,"(40.7550154, -73.8329807)",2,0,0,0
670,"(40.5875717, -73.9712821)",0,0,0,0
671,"(40.6794706, -73.8195636)",0,0,0,0
672,"(40.6082787, -73.7495095)",0,0,0,0
673,"(40.6202645, -74.1099106)",0,0,0,0
674,"(40.7578323, -73.9624557)",3,1,0,2
675,"(40.6293682, -74.0870368)",0,0,0,0
676,"(40.629498, -74.02725)",1,0,0,0
677,"(40.7626299, -73.78916)",0,0,0,0
678,"(40.8712698, -73.9178529)",0,0,0,0
679,"(40.6797652, -73.8091668)",0,0,0,0
680,"(40.7713789, -73.9798579)",4,1,5,2
681,"(40.6626245, -73.8680207)",0,0,0,0
682,"(40.7746518, -73.81583)",0,0,0,0
683,"(40.7518706, -73.8922741)",1,0,0,0
684,"(40.718209, -73.775417)",0,0,0,0
685,"(40.677921, -73.9277691)",0,0,0,0
686,"(40.6231568, -74.0148411)",0,0,0,0
687,"(40.7259759, -73.8599803)",1,0,0,0
688,"(40.735321, -73.9941315)",3,1,4,0
689,"(40.6366099, -74.0778245)",0,0,0,0
690,"(40.5963657, -74.0997473)",0,0,0,0
691,"(40.7562931, -73.7849475)",0,0,0,0
692,"(40.6729954, -73.8373187)",1,0,0,0
693,"(40.8213094, -73.9399984)",1,0,0,0
694,"(40.6824809, -73.7279494)",0,0,0,0
695,"(40.6146692, -73.9515915)",0,0,0,0
696,"(40.6615069, -73.7581972)",0,0,0,0
697,"(40.6946313, -73.7540488)",0,0,0,0
698,"(40.549099, -74.2148258)",0,0,0,0
699,"(40.5938747, -73.9742907)",0,0,0,0
700,"(40.6660348, -73.9612418)",0,0,0,0
701,"(40.8196151, -73.9532441)",0,0,0,0
702,"(40.6846326, -73.9660028)",0,0,0,0
703,"(40.5938803, -73.9743763)",0,0,0,0
704,"(40.725937, -73.8572908)",1,0,0,0
705,"(40.7577991, -73.7159564)",0,0,1,0
706,"(40.6042803, -74.0030547)",1,0,0,0
707,"(40.7613979, -73.9746128)",10,0,4,2
708,"(40.7158932, -73.8820836)",0,0,0,0
709,"(40.7779756, -73.9551546)",6,1,1,2
710,"(40.6511946, -73.8405509)",0,0,0,0
711,"(40.6683511, -73.8757315)",0,0,0,0
712,"(40.5986261, -74.1817717)",0,0,0,0
713,"(40.8719262, -73.8423808)",0,0,0,0
714,"(40.6531909, -73.9453969)",0,0,0,0
715,"(40.7520799, -73.88188)",0,0,0,0
716,"(40.813524, -73.802218)",0,0,0,0
717,"(40.791801, -73.9665998)",1,2,0,0
718,"(40.5532787, -74.1649844)",0,0,0,0
719,"(40.5763544, -74.1099794)",0,0,0,0
720,"(40.6173476, -73.9131449)",0,0,0,0
721,"(40.5107045, -74.2389945)",0,0,0,0
722,"(40.6483188, -73.9039932)",0,0,0,0
723,"(40.7104509, -73.7982064)",0,0,0,0
724,"(40.7803566, -73.771297)",1,0,0,0
725,"(40.5771307, -73.8443159)",0,0,0,0
726,"(40.8522378, -73.8655788)",1,0,0,0
727,"(40.7563571, -73.8819905)",0,0,0,0
728,"(40.6668174, -73.8499468)",0,0,0,0
729,"(40.8901764, -73.9146261)",0,0,0,0
730,"(40.8690609, -73.835715)",1,0,0,0
731,"(40.785245, -73.8557)",0,0,0,0
732,"(40.8192151, -73.9544658)",0,0,0,0
733,"(40.6502185, -74.0063562)",0,0,0,0
734,"(40.7159669, -74.010573)",8,1,2,2
735,"(40.7158631, -73.8843791)",0,0,0,0
736,"(40.7885034, -73.8393008)",0,0,0,0
737,"(40.7253273, -73.8900898)",0,0,0,0
738,"(40.6900217, -73.945006)",0,0,0,0
739,"(40.7396171, -73.8267571)",0,0,0,0
740,"(40.726173, -73.8202303)",0,0,1,0
741,"(40.574905, -74.0036857)",0,0,0,0
742,"(40.7199582, -73.8357232)",0,0,0,0
743,"(40.6681319, -73.9948468)",1,0,0,0
744,"(40.6282935, -74.0379695)",0,0,0,0
745,"(40.6233738, -74.1599502)",0,0,0,0
746,"(40.660279, -73.978949)",0,0,1,0
747,"(40.7487647, -73.8834851)",2,0,0,0
748,"(40.9057349, -73.9111699)",0,0,0,0
749,"(40.5956171, -74.1144559)",0,0,1,0
750,"(40.8071701, -73.9668179)",1,0,0,0
751,"(40.7265287, -73.8933039)",0,0,0,0
752,"(40.7620381, -73.9808958)",13,1,3,2
753,"(40.6063017, -74.0157592)",0,0,0,0
754,"(40.6689793, -73.8476549)",0,0,0,0
755,"(40.7892182, -73.7997874)",0,0,0,0
756,"(40.565557, -74.1329192)",0,0,0,0
757,"(40.7696597, -73.962084)",4,0,0,1
758,"(40.8964834, -73.899354)",0,0,0,0
759,"(40.8768714, -73.8742644)",0,0,0,0
760,"(40.5804254, -74.1110462)",0,0,0,0
761,"(40.8802558, -73.9168342)",0,0,0,0
762,"(40.726984, -73.9769367)",0,0,0,0
763,"(40.5908557, -74.1037852)",1,0,0,0
764,"(40.8697126, -73.8565137)",0,0,0,0
765,"(40.599715, -73.995694)",0,0,0,0
766,"(40.6778227, -73.8350282)",0,0,0,0
767,"(40.8527278, -73.833506)",0,0,0,0
768,"(40.6085633, -73.7686771)",0,0,0,0
769,"(40.6168668, -74.0380928)",1,0,0,0
770,"(40.6281757, -74.1797234)",0,0,0,0
771,"(40.7068323, -74.0083798)",10,1,2,1
772,"(40.784673, -73.775263)",1,0,0,0
773,"(40.5509337, -74.1745249)",0,0,0,0
774,"(40.8778771, -73.9188767)",0,0,0,0
775,"(40.7493341, -73.8834178)",2,0,0,0
776,"(40.7361176, -74.0064866)",4,0,0,2
777,"(40.8214661, -73.9132049)",0,0,0,0
778,"(40.7291225, -73.8672746)",2,0,0,0
779,"(40.9086225, -73.9024315)",0,0,0,0
780,"(40.6189484, -74.1071576)",0,0,0,0
781,"(40.5017889, -74.2393231)",0,0,0,0
782,"(40.6134102, -73.927727)",0,0,0,0
783,"(40.6327207, -74.0236917)",1,0,1,0
784,"(40.819079, -73.944168)",1,0,0,0
785,"(40.8890266, -73.9131785)",1,0,0,0
786,"(40.7154424, -73.8098159)",0,0,0,0
787,"(40.7865407, -73.8018825)",0,0,0,0
788,"(40.6736664, -73.7504403)",0,0,0,0
789,"(40.6785308, -73.8130811)",0,0,0,0
790,"(40.5895025, -73.9579253)",1,0,0,0
791,"(40.5781324, -74.1603451)",0,0,0,0
792,"(40.78987, -73.9483335)",1,0,0,1
793,"(40.6123969, -73.9422162)",0,0,0,0
794,"(40.6845061, -73.7950299)",0,0,0,0
795,"(40.7069489, -74.0169068)",5,1,0,0
796,"(40.6938368, -73.9941354)",2,0,0,1
797,"(40.5755355, -73.9735905)",1,0,1,0
798,"(40.8224877, -73.8109803)",0,0,0,0
799,"(40.6021136, -73.9764056)",1,0,0,0
800,"(40.5382166, -74.2235176)",0,0,0,0
801,"(40.627807, -74.11527)",0,0,0,0
802,"(40.7143213, -73.85144)",0,0,0,0
803,"(40.7579132, -73.8760761)",0,0,0,0
804,"(40.8454504, -73.81776)",0,0,0,0
805,"(40.8789773, -73.916004)",0,0,0,0
806,"(40.7754585, -73.8125494)",0,0,0,0
807,"(40.8614806, -73.8513941)",0,0,0,0
808,"(40.7115099, -73.82872)",1,0,1,0
809,"(40.783465, -73.7990603)",0,0,0,0
810,"(40.8082664, -73.9550742)",2,0,1,0
811,"(40.6308436, -74.1204059)",0,0,0,0
812,"(40.7907048, -73.8110968)",1,0,0,0
813,"(40.6274951, -73.915694)",1,0,0,0
814,"(40.77172, -73.9467052)",1,0,0,0
815,"(40.6226706, -73.9327329)",1,0,0,0
816,"(40.7756208, -73.7758933)",0,0,1,0
817,"(40.633504, -74.034181)",0,0,0,0
818,"(40.6958663, -73.7450046)",0,0,0,0
819,"(40.8547724, -73.8583315)",0,0,0,0
820,"(40.5952037, -73.7634372)",0,0,0,0
821,"(40.727192, -73.883684)",1,0,0,0
822,"(40.7662222, -73.9516342)",3,0,0,0
823,"(40.8814635, -73.8671293)",0,0,0,0
824,"(40.7517899, -73.88467)",1,0,0,0
825,"(40.5853206, -73.8221893)",0,0,0,0
826,"(40.560143, -74.1854357)",0,0,0,0
827,"(40.883124, -73.9164633)",0,0,0,0
828,"(40.824234, -73.84638)",0,0,0,0
829,"(40.7662222, -73.9516342)",3,0,0,0
830,"(40.7517899, -73.88467)",1,0,0,0
831,"(40.560143, -74.1854357)",0,0,0,0
832,"(40.883124, -73.9164633)",0,0,0,0
833,"(40.6131995, -73.9019711)",0,0,0,0
834,"(40.6873745, -73.9264057)",0,0,0,0
835,"(40.5523555, -74.1450647)",0,0,0,0
836,"(40.6699378, -73.8213422)",0,0,0,0
837,"(40.5931071, -73.9753582)",0,0,0,0
838,"(40.679665, -73.8819497)",0,0,0,0
839,"(40.7452362, -73.7204545)",0,0,0,0
840,"(40.808933, -73.940052)",1,0,1,0
841,"(40.7657861, -73.9842196)",9,1,3,2
842,"(40.7462427, -73.8259167)",1,0,0,0
843,"(40.5925315, -73.9574046)",0,0,0,0
844,"(40.84296, -73.8312695)",0,0,0,0
845,"(40.6841571, -73.8820567)",0,0,0,0
846,"(40.5945187, -74.0904783)",0,0,0,0
847,"(40.5496155, -74.1391082)",0,0,0,0
848,"(40.745068, -73.949763)",1,0,0,0
849,"(40.6729621, -73.9751283)",1,0,0,0
850,"(40.7924222, -73.8260759)",0,0,0,0
851,"(40.7617289, -73.9502411)",1,0,0,0
852,"(40.6919769, -73.9967879)",2,0,0,1
853,"(40.7511899, -73.90201)",0,0,1,0
854,"(40.5527401, -74.1995549)",0,0,0,0
855,"(40.7863158, -73.9702042)",2,0,0,0
856,"(40.7135957, -73.8863491)",0,0,0,0
857,"(40.7445255, -73.7137434)",0,0,0,0
858,"(40.7317199, -73.90176)",0,0,0,0
859,"(40.6397364, -74.0186847)",0,0,0,0
860,"(40.7445255, -73.7137434)",0,0,0,0
861,"(40.5527401, -74.1995549)",0,0,0,0
862,"(40.6397364, -74.0186847)",0,0,0,0
863,"(40.8153693, -73.9384161)",0,0,0,0
864,"(40.7093093, -73.8548324)",1,0,0,0
865,"(40.7196606, -73.8507871)",1,0,0,0
866,"(40.5927382, -73.9536851)",0,0,0,0
867,"(40.5960203, -74.0673498)",0,0,0,0
868,"(40.8480712, -73.7861809)",0,0,1,0
869,"(40.8255972, -73.9529963)",1,0,0,0
870,"(40.788879, -73.9794905)",2,1,1,0
871,"(40.7848355, -73.8276854)",2,0,0,0
872,"(40.6781953, -73.9702616)",0,0,0,0
873,"(40.6820656, -73.9903833)",1,0,1,0
874,"(40.7523748, -73.7900912)",0,0,0,0
875,"(40.7420282, -73.9997276)",5,1,1,0
876,"(40.8224429, -73.8109606)",0,0,0,0
877,"(40.6529502, -73.8400922)",0,0,0,0
878,"(40.6601399, -73.9354891)",0,0,0,0
879,"(40.5582278, -74.1173549)",0,0,0,0
880,"(40.7459681, -73.7331069)",0,0,0,0
881,"(40.7564761, -73.7212008)",0,0,1,0
882,"(40.6384738, -74.1714633)",0,0,0,0
883,"(40.7758184, -73.907993)",1,0,0,0
884,"(40.7616652, -73.826414)",2,0,0,0
885,"(40.7299635, -73.7195673)",0,0,0,0
886,"(40.8685757, -73.9220436)",0,0,0,0
887,"(40.7750748, -73.9496097)",4,0,0,1
888,"(40.709894, -74.017865)",2,0,0,1
889,"(40.8285177, -73.8155198)",0,0,0,0
890,"(40.5873346, -74.1553517)",0,0,0,0
891,"(40.8665092, -73.8574012)",0,0,0,0
892,"(40.5593089, -74.1264964)",0,0,0,0
893,"(40.7255887, -73.8589005)",0,0,0,0
894,"(40.8965002, -73.8585406)",0,0,0,0
895,"(40.7255887, -73.8589005)",0,0,0,0
896,"(40.6339137, -73.9982004)",0,0,0,0
897,"(40.6126355, -73.909459)",0,0,0,0
898,"(40.8525968, -73.9352912)",1,0,0,0
899,"(40.545515, -74.156447)",0,0,0,0
900,"(40.8818819, -73.921791)",0,0,0,0
901,"(40.6487997, -74.0024232)",0,0,0,0
902,"(40.7693375, -73.7854318)",0,0,0,0
903,"(40.7019735, -73.9869044)",1,0,0,1
904,"(40.5886056, -73.9394034)",0,0,0,0
905,"(40.832149, -73.8265941)",0,0,0,0
906,"(40.7774246, -73.98562)",2,0,4,1
907,"(40.5931048, -74.0663488)",0,0,0,0
908,"(40.8315561, -73.8872273)",0,0,0,0
909,"(40.7135571, -73.7901901)",0,0,0,0
910,"(40.6255174, -73.9205183)",1,0,0,0
911,"(40.6320616, -73.9452586)",2,0,0,0
912,"(40.6903851, -73.9825343)",5,0,2,0
913,"(40.6197363, -74.0177331)",0,0,0,0
914,"(40.6963847, -73.8472713)",0,0,0,0
915,"(40.880985, -73.9102329)",0,0,0,0
916,"(40.7639092, -73.7205952)",1,0,0,0
917,"(40.7213288, -74.0092558)",2,0,2,0
918,"(40.7329998, -73.8824499)",0,0,0,0
919,"(40.7635661, -73.9941366)",1,0,0,0
920,"(40.5991039, -74.067279)",0,0,0,0
921,"(40.6722614, -73.9816141)",1,0,0,0
922,"(40.7782059, -73.9790314)",4,0,5,3
923,"(40.7824047, -73.979261)",3,0,3,2
924,"(40.8392843, -73.8243081)",0,0,0,0
925,"(40.7494508, -73.8284569)",1,0,0,0
926,"(40.6398093, -73.9109383)",0,0,0,0
927,"(40.714999, -73.878128)",0,0,0,0
928,"(40.5168606, -74.2375349)",0,0,0,0
929,"(40.6186409, -73.9389327)",0,0,0,0
930,"(40.7759205, -73.9861034)",4,0,5,1
931,"(40.5800127, -74.1614787)",1,0,1,0
932,"(40.7125699, -73.79318)",0,0,0,0
933,"(40.7223906, -74.0075502)",3,0,2,0
934,"(40.8526383, -73.8850533)",0,0,0,0
935,"(40.7192373, -73.846265)",2,0,2,0
936,"(40.6215159, -73.9961566)",0,0,0,0
937,"(40.6946299, -73.8051802)",0,0,0,0
938,"(40.7359218, -73.9035224)",0,0,0,0
939,"(40.7449246, -73.9836051)",9,1,0,2
940,"(40.5884822, -74.0735337)",0,0,0,0
941,"(40.6994276, -73.8518226)",0,0,0,0
942,"(40.7345979, -74.0029107)",2,0,1,2
943,"(40.5768871, -73.9542132)",0,0,0,0
944,"(40.6141485, -74.1643422)",0,0,0,0
945,"(40.6314389, -74.0378384)",0,0,0,0
946,"(40.618804, -74.012196)",0,0,0,0
947,"(40.780245, -73.9827963)",3,0,1,2
948,"(40.7535399, -73.8868899)",1,0,0,0
949,"(40.7615546, -73.9923686)",4,0,3,0
950,"(40.7895034, -73.9769713)",1,1,1,1
951,"(40.7110987, -73.741186)",0,0,0,0
952,"(40.5308796, -74.1913113)",0,0,0,0
953,"(40.8061399, -73.8579944)",0,0,0,0
954,"(40.5862693, -73.9407123)",0,0,0,0
955,"(40.5957485, -73.9862201)",0,0,0,0
956,"(40.8505252, -73.856443)",0,0,0,0
957,"(40.8534458, -73.8484651)",1,0,0,0
958,"(40.8797408, -73.9204193)",0,0,0,0
959,"(40.7493551, -73.9158547)",0,0,0,0
960,"(40.62481, -73.9539607)",0,0,0,0
961,"(40.5721728, -74.0972787)",0,0,0,0
962,"(40.8995193, -73.8623678)",0,0,0,0
963,"(40.6158816, -74.0822185)",0,0,0,0
964,"(40.611841, -73.92961)",0,0,0,0
965,"(40.6119254, -74.0084031)",0,0,0,0
966,"(40.5883339, -73.7934039)",0,0,0,0
967,"(40.6068092, -73.9590334)",1,0,0,0
968,"(40.8819467, -73.9200169)",0,0,0,0
969,"(40.6087694, -74.0597773)",0,0,0,0
970,"(40.8580056, -73.8365535)",0,0,0,0
971,"(40.729293, -74.003447)",4,0,2,1
972,"(40.6087694, -74.0597773)",0,0,0,0
973,"(40.5119454, -74.2470716)",0,0,0,0
974,"(40.8580056, -73.8365535)",0,0,0,0
975,"(40.9016185, -73.8999396)",0,0,0,0
976,"(40.7967438, -73.8160751)",0,0,0,0
977,"(40.7921116, -73.9731768)",2,1,0,1
978,"(40.6373525, -73.9344092)",0,0,0,0
979,"(40.7613979, -73.9746128)",10,0,4,2
980,"(40.6289462, -74.1388487)",0,0,0,0
981,"(40.6111849, -74.0753235)",0,0,0,0
982,"(40.6199521, -74.1237895)",0,0,0,0
983,"(40.6117545, -74.0323281)",0,0,0,0
984,"(40.586018, -73.9252126)",0,0,1,0
985,"(40.71593, -73.8858453)",0,0,0,0
986,"(40.854862, -73.7906694)",0,0,0,0
987,"(40.6169213, -73.9415274)",0,0,0,0
988,"(40.8513854, -73.854324)",0,0,0,0
989,"(40.617019, -73.9878352)",1,0,0,0
990,"(40.7675169, -73.7439734)",0,0,0,0
991,"(40.8453955, -73.868163)",0,0,0,0
992,"(40.6711016, -73.9473427)",0,0,0,0
993,"(40.7866659, -73.974142)",4,1,1,0
994,"(40.7069299, -73.82404)",0,0,0,0
995,"(40.5782884, -74.1583011)",0,0,0,0
996,"(40.7236159, -73.9781735)",0,0,0,0
997,"(40.7577991, -73.7159564)",0,0,1,0
998,"(40.7111134, -73.7361784)",0,0,0,0
999,"(40.7323502, -73.8611654)",3,0,0,0
